stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station
NLB,Nallasopara,19.416,72.822,0,
NMB,Nerul,19.033,73.018,0,
NRL,Neral,19.392,73.32,0,
NVS,Naigaon,19.338,72.848,0,
PLG,Palasdhari,19.42,73.41,0,
PNV,Panvel,19.004,73.108,0,
PR,Parel,19.001,72.838,0,
RAM,Ram Mandir,19.149514936997736,72.850556667127691,0,
RYR,Reay Road,18.962,72.845,0,
SBR,Sandhurst Road,18.949,72.843,0,
SHD,Shelu,19.377,73.31,0,
SN,Sion,19.0408,72.8621,0,
SNV,Sanpada,19.062,73.011,0,
STC,Santacruz,19.082,72.84,0,
SWD,Seawoods-Darave,19.02,73.02,0,
SWR,Sewri,18.982,72.853,0,
TLK,Tilak Nagar,19.07,72.889,0,
TNA,Thane,19.186,72.975,0,
UBR,Ulhasnagar,19.27,73.163,0,
VBS,Vashi,19.066,72.999,0,
VD,Vidyavihar,19.079,72.889,0,
VDB,Vadala Road,18.992,72.857,0,
VGI,Vangani,19.353,73.27,0,
VK,Vikhroli,19.101,72.926,0,
VLP,Vile Parle,19.098,72.844,0,
VR,Vasai Road,19.366,72.828,0,
VTN,Vithalwadi,19.261,73.149,0,
VIRAR,VIRAR,19.45498895589621,72.81200482505861,0,
MAHALAXMI,Mahalakshmi,18.98275778912741,72.82413241661357,0,
LOWERPAREL,Lower Parel,18.996583781836243,72.83080443036322,0,
MAHIM,Mahim Jn.,19.04079762592625,72.84659209621576,0,
KANDIVLI,Kandivli,19.204497301654886,72.85177008161993,0,
KHARDI,Khardi,19.551,73.375,0,
THAKURLI,Thakurli,19.235,73.105,0,
KHOPOLI,Khopoli,18.787,73.342,0,
KELAVLI,Kelavli,19.43,73.35,0,
DOLAVLI,Dolavli,19.45,73.37,0,
THANSIT,Thansit,19.52,73.36,0,
TITWALA,Titwala,19.302,73.205,0,
VASIND,Vasind,19.405,73.266,0,
ATGAON,Atgaon,19.482,73.335,0,
KCE,Kce,19.028,72.856,0,
KOPAR,Kopar,19.216,73.046,0,
AMBIVLI,Ambivli,19.256,73.141,0,
ASANGAON,Asangaon,19.428,73.312,0,
KHADAVLI,Khadavli,19.332,73.251,0,
SHAHAD,Shahad,19.248,73.128,0,
UMBERMALLI,Umbermalli,19.578,73.4,0,
LOWJEE,Lowjee,19.47,73.39,0,
MSR,Msr,19.035,73.072,0,
DOMBIVLI,Dombivli,19.2183,73.0867,0,
