trip_id,start_time,end_time,headway_secs,exact_times
BEST_AC_98415_1,06:00:00,21:40:00,600,0
BEST_AC_98416_1,06:45:00,22:00:00,900,0
BEST_AC_98417_1,00:00:00,23:53:00,180,0
BEST_AC_98418_1,06:00:00,22:05:00,780,0
BEST_AC_98419_1,06:45:00,22:00:00,60,0
BEST_AC_98420_1,06:00:00,22:00:00,300,0
BEST_AC_98421_1,06:00:00,21:40:00,1200,0
BEST_AC_98422_1,06:50:00,21:30:00,600,0
BEST_AC_98423_1,06:30:00,21:10:00,1620,0
BEST_AC_98424_1,06:00:00,20:42:00,780,0
BEST_AC_98425_1,05:50:00,06:31:00,900,0
BEST_AC_98426_1,08:34:00,19:35:00,180,0
BEST_AC_98427_1,08:18:00,19:15:00,120,0
BEST_AC_98428_1,08:00:00,20:31:00,1380,0
BEST_AC_98429_1,10:50:00,17:55:00,840,0
BEST_AC_98430_1,06:35:00,20:05:00,1260,0
BEST_AC_98431_1,05:00:00,21:15:00,360,0
BEST_AC_98432_1,05:30:00,20:25:00,720,0
BEST_AC_98433_1,07:30:00,21:00:00,300,0
BEST_AC_98434_1,08:30:00,19:35:00,300,0
BEST_AC_98435_1,08:45:00,19:35:00,480,0
BEST_CHALO_98442_1,17:30:00,18:30:00,1800,0
BEST_CHALO_98443_1,14:05:00,19:15:00,900,0
BEST_CHALO_98444_1,15:50:00,20:00:00,2400,0
BEST_CHALO_98446_1,06:00:00,20:30:00,1800,0
BEST_CHALO_98447_1,00:00:00,21:30:00,1800,0
BEST_CHALO_98448_1,09:30:00,23:30:00,60,0
BEST_CHALO_98450_1,17:50:00,18:30:00,2400,0
BEST_CHALO_98451_1,08:50:00,09:30:00,2400,0
BEST_CHALO_98452_1,10:15:00,11:05:00,3000,0
BEST_CHALO_98453_1,13:15:00,17:05:00,600,0
BEST_CHALO_98454_1,07:00:00,08:30:00,900,0
BEST_CHALO_98455_1,07:30:00,11:40:00,600,0
BEST_CHALO_98456_1,15:40:00,20:15:00,900,0
BEST_CHALO_98457_1,09:30:00,18:20:00,120,0
BEST_CHALO_98458_1,17:00:00,18:30:00,900,0
BEST_CHALO_98459_1,17:15:00,18:30:00,900,0
BEST_NIGHT_98436_1,00:00:00,04:00:00,120,0
BEST_NIGHT_98437_1,00:00:00,05:00:00,60,0
BEST_NIGHT_98438_1,00:00:00,05:00:00,60,0
BEST_NIGHT_98439_1,00:00:00,05:00:00,60,0
BEST_NIGHT_98440_1,00:00:00,04:00:00,60,0
BEST_NIGHT_98441_1,00:00:00,05:00:00,60,0
